Entity ID,Entity Name,Name Type,Entity Type,Principal Office Address,RA Name,Status
04760781,"C R ELECTRICAL DISTRIBUTION SERVICES, INC.",Legal Name,Stock Corporation,"110 LONDONDERRY LN, WILLIAMSBURG, VA, 23188 - 0000, USA",WILLIAM F   MILLER ,Active,
S8156145,C U LOOKN LLC,Legal Name,Limited Liability Company,"104 BUNCHE DRIVE, WILLIAMSBURG, VA, 23185 - 0000, USA",BRONTE NAKIA   RICKS ,Inactive,
S7783162,"C&C Land Development, LLC",Legal Name,Limited Liability Company,"7940 OLD MARSH ROAD, WEST PALM BEACH, FL, 33418 - 0000, USA",VERNON M  GEDDY III ,Inactive,
11680206,"C&M investment group, LLC",Legal Name,Limited Liability Company,"122 De La Warr Arc, Williamsburg, VA, 23185, USA",Martine  Gatto ,Active,
11354791,C-Change LLC,Legal Name,Limited Liability Company,"134 Chandler Ct, Williamsburg, VA, 23185, USA",William Ronald Andrews ,Active,
05372750,"C. A. Huber, Inc.",Legal Name,Stock Corporation,"5 CAPTAINS COURT, WILLIAMSBURG, VA, 23185 - 0000, USA",CHARLES A   HUBER ,Inactive,
S6353256,C. C. Casey Sons LLC,Legal Name,Limited Liability Company,"2301 N Vernon St, Arlington, VA, 22207 - 4036, USA",JAMES E   VAIDEN ,Active,
S8020838,C. J. Wallace Property Management L.L.C.,Legal Name,Limited Liability Company,"219 Paynes Road, Williamsburg, VA, 23185 - 0000, USA",RONALD CHARLES   WALLACE ,Active,
05433958,"C. Ritchie Photography, Inc.",Legal Name,Stock Corporation,"12206 ROLFE HWY, SURRY, VA, 23883 - 0000, USA",CHRISTIE   BUIE ,Inactive,
11450480,C.A.W. MECHANICAL SERVICES LLC,Legal Name,Limited Liability Company,"914 Hunley Dr, Virginia Beach, VA, 23462 - 5272, USA",Charles  Waddy  ,Active,
L0214348,C.C. Casey Sons Limited Partnership,Legal Name,Limited Partnership,"TOWN MANAGEMENT, 4801 COURTHOUSE ST STE 128, WILLIAMSBURG, VA, 23188 - 0000, USA",JAMES E   VAIDEN ,Inactive,
11272693,C.J. Custom Painting LLC,Legal Name,Limited Liability Company,"72 avon ave, Williamsburg, VA, 23185, USA",Samuel  Castillo Jacobo ,Inactive,
S4707560,C.M. Sutton Auto Transport LLC,Legal Name,Limited Liability Company,"222 Longhill Rd, Williamsburg, VA, 23185 - 0000, USA",CHRISTOPHER MICHAEL   SUTTON ,Inactive,
S4954444,"C6 Network Services, LLC",Legal Name,Limited Liability Company,"8 ARLINE DR, NEWPORT NEWS, VA, 23608 - 0000, USA",ADAM NEIL   JOHNSON ,Inactive,
S3975168,"Cabinet Restoration, LLC",Legal Name,Limited Liability Company,"314 ROLLING HILLS DR, WILLIAMSBURG, VA, 23185 - 0000, USA",RUSSELL W   EDWARDS ,Inactive,
S8420319,"CABINET RESTORATIONS, LLC",Legal Name,Limited Liability Company,"314 ROLLING HILLS DRIVE, WILLIAMSBURG, VA, 23185 - 0000, USA",STEPHANIE T   EDWARDS ,Active,
F1921230,"CaCO3 Aragonite Products, Inc.",Legal Name,Stock Corporation,,JAMES   STOVER ,Inactive,
11826696,"Caduceus Counseling, PLLC",Legal Name,Limited Liability Company,"3126 W Cary St # 152, Richmond, VA, 23221 - 3504, USA",Robert Harrison Gibbs Jr.,Active,
11655985,"Caesar Contracting, Inc.",Legal Name,Stock Corporation,"521 Waller Mill Rd, Williamsburg, VA, 23185, USA",Pablo C Ledesma Carbajal ,Active,
11503810,CAHILL-CHERNEY ASSOCIATES LLC,Legal Name,Limited Liability Company,"6527 Yarmouth Run, Williamsburg, VA, 23188, USA",Susanna B. Hickman ,Active,
11647682,Caitbakes LLC,Legal Name,Limited Liability Company,"130 Hunting Cv, Williamsburg, VA, 23185 - 3902, USA",Caitlin  Henley ,Active,
03364049,"CAKE DECORATORS OF TIDEWATER, INC.",Legal Name,Nonstock Corporation,"836 Cranston Dr, Chesapeake, VA, 23320 - 2962, USA",Kathy  Dishner ,Active,
S0111296,"CAL COMPANY, L.L.C.",Legal Name,Limited Liability Company,"1148 PROFESSIONAL DR., WILLIAMSBURG, VA, 23185 - 0000, USA",DIANE L   ABDELNOUR ,Active,
11729813,Calculations LLC,Legal Name,Limited Liability Company,"2521 Seaview Ave, Virginia Beach, VA, 23455 - 1450, USA","Forrest Law Center, PLLC",Active,
11150265,Cale Development Corporation,Legal Name,Stock Corporation,"477 McLaws Cir Ste 3, Williamsburg, VA, 23185 - 6316, USA",Daniel Read Quarles ,Active,
S7282850,"Cale Family II, LLC",Legal Name,Limited Liability Company,"295 McLaws Cir Ste 2, Williamsburg, VA, 23185 - 5859, USA",DANIEL   QUARLES ,Active,
S0780751,"CALE PROPERTIES, LLC",Legal Name,Limited Liability Company,"295 McLaws Cir Ste 2, Williamsburg, VA, 23185 - 5859, USA",DANIEL   QUARLES ,Active,
01717677,CALE REALTY COMPANY,Legal Name,Stock Corporation,"477 MCLAWS CIRCLE, SUITE 3, WILLIAMSBURG, VA, 23185, USA",DANIEL   QUARLES ,Active,
00957019,CALE REALTY COMPANY OF WILLIAMSBURG,Legal Name,Stock Corporation,,JOSEPH A.   ABDELNOUR ,Inactive,
S2270850,"Caleboys, LLC",Legal Name,Limited Liability Company,"477 MCLAWS CIRCLE, SUITE 3, WILLIAMSBURG, VA, 23185 - 0000, USA",DANIEL   QUARLES ,Active,
11570621,Callahan Crew LLC,Legal Name,Limited Liability Company,"104 Pettigrew Ct, Williamsburg, VA, 23185, USA",Amber  Callahan ,Active,
S7069695,Caltrop Press LLC,Legal Name,Limited Liability Company,"134 the Grn, Williamsburg, VA, 23185 - 0000, USA",DOUGLAS   BROWN ,Active,
S3174267,"Calvert Advisors, LLC",Legal Name,Limited Liability Company,"2520 CAMPBELL CLOSE, WILLIAMSBURG, VA, 23185 - 0000, USA",CAMDEN   FINE ,Active,
05129465,"Calvin Bradford & Associates, Ltd.",Legal Name,Stock Corporation,"807 DAVIS STREET SUITE 512, EVANSTON, IL, 60201 - 0000, USA","DAVID W. OTEY, JR., PLC",Inactive,
S3745025,Cam o Graham LLC,Legal Name,Limited Liability Company,"1505B RICHMOND RD, WILLIAMSBURG, VA, 23185 - 0000, USA",CHRISTOPHER   MOLINARO ,Inactive,
S2858217,"CAM of Williamsburg, LLC",Legal Name,Limited Liability Company,"112 ELIZABETH PAGE, WILLIAMSBURG, VA, 23185 - 0000, USA",CORI B   ROTHSTEIN ,Inactive,
11210361,CAMBRIDGE HOUSE CHRISTIAN STUDY CENTER,Legal Name,Nonstock Corporation,"930 Jamestown Rd, Williamsburg, VA, 23185 - 3917, USA",Blake  Puckett ,Active,
S6967592,"Camden Homes, LLC",Legal Name,Limited Liability Company,"106 Jackson Street, Williamsburg, VA, 23185 - 0000, USA",ANTHONY   CORRIVEAU ,Active,
11510255,"Camille's Castle Home Realty, LLC",Legal Name,Limited Liability Company,"105 Hillside Ln, Williamsburg, VA, 23185 - 5494, USA",Chantz  Bury ,Active,
01869924,"CAMP HOLLY SPRINGS, INC.",Legal Name,Stock Corporation,"4100 Diamond Springs Dr, Henrico, VA, 23231 - 7538, USA",ANDREW M   FRANCK ,Active,
S0483406,"Campagna & Associates, LLC",Legal Name,Limited Liability Company,"104 WAKE ROBIN ROAD, WILLIAMSBURG, VA, 23185 - 0000, USA",DAVID J   CAMPAGNA ,Inactive,
S2282236,"Campaign for Christmas, LLC",Legal Name,Limited Liability Company,"3313 DERBY LANE, WILLIAMSBURG, VA, 23185 - 0000, USA",ASHLEY   TARTER ,Inactive,
S1931817,"Campana Waltz Commercial Real Estate, L.L.C.",Legal Name,Limited Liability Company,"4 HIAWATHA COURT, WILLIAMSBURG, VA, 23185 - 0000, USA",VERNON M  GEDDY III ,Active,
S0062903,"CAMPUS DEVELOPMENTS, L.L.C.",Legal Name,Limited Liability Company,"1781 JAMESTOWN ROAD, WILLIAMSBURG, VA, 23185 - 0000, USA",LEE   SCRUGGS ,Active,
03059060,"CAMPUS RESOURCES, INC.",Legal Name,Stock Corporation,"24 FRENCHMEN'S KEY, WILLIAMSBURG, VA, 23185 - 0000, USA",DOUGLAS MANDEL  SPRINGMANN JR ,Inactive,
02403624,"CAMUS, INC.",Legal Name,Stock Corporation,"7 HIAWATHA COURT, WILLIAMSBURG, VA, 23185 - 0000, USA",CARL E.   FREEMAN ,Inactive,
11281396,Canaday-Jones Logistics LLC,Legal Name,Limited Liability Company,"11815 Fountain Way Ste 300, Newport News, VA, 23606 - 4448, USA",Dmtri  Mikkeis  Canaday ,Inactive,
S4756245,"Canam Marketing, LLC",Legal Name,Limited Liability Company,"335 McLaws Circle, Williamsburg, VA, 23185 - 0000, USA",KEITH   KOSCO ,Inactive,
11404002,"Canary Counseling, LLC",Legal Name,Limited Liability Company,"1158 Professional Dr Ste N, Williamsburg, VA, 23185 - 6618, USA",Danielle  Cauley ,Active,
08495962,"CANBEDONE, Inc.",Legal Name,Nonstock Corporation,"690 Winthrop Rd, Williamsburg, VA, 23185, USA",JOANNE D   PRASSAS ,Active,
S2177071,"Candlewood Manor, L.L.C.",Legal Name,Limited Liability Company,"720 COLLEGE TERR, WILLIAMSBURG, VA, 23185 - 0000, USA",STUART D   SPIRN ,Inactive,
05232491,"CANEY CREEK BUILDERS, INC.",Legal Name,Stock Corporation,"5541 FARMERS DRIVE, BARHAMSVILLE, VA, 23011 - 0000, USA",J STEPHEN   ROBERTS ,Inactive,
S6859849,"Cannady Maintenance Solutions, LLC",Legal Name,Limited Liability Company,"16 Magruder Lane, Williamsburg, VA, 23185 - 0000, USA",MICHAEL JOSEPH   CANNADY ,Inactive,
11273567,Canyon Construction and Development Corporation,Legal Name,Stock Corporation,"1294 Credle Rd Ste E, Virginia Beach, VA, 23454 - 4982, USA",James E. Vaiden ,Inactive,
11754397,Canyon Construction LLC,Legal Name,Limited Liability Company,"749 Forest Mills Rd, Chesapeake, VA, 23322 - 2120, USA",James E. Vaiden ,Active,
S5140266,Capillarity L.L.C.,Legal Name,Limited Liability Company,"135 George Sandys, Williamsburg, VA, 23185 - 8938, USA",ARTHUR ELMON   SPOONER ,Inactive,
S2000224,"CAPITAL ACCESS SERVICES, LLC",Legal Name,Limited Liability Company,"3278 DEERFIELD CT, WILLIAMSBURG, VA, 23185 - 0000, USA",TOMMY N   TURNER ,Active,
07515547,Capital Commute Corporation,Legal Name,Stock Corporation,"210 MATOAKA COURT, WILLIAMSBURG, VA, 23185 - 0000, USA",SCOTT ANTON   WALTER ,Inactive,
11764155,"Capital Conduit, LLC",Legal Name,Limited Liability Company,"112 Chanticleer Ct, Williamsburg, VA, 23185 - 4397, USA",Jeffrey L Teucke ,Active,
07913007,Capital Cricket Club,Legal Name,Nonstock Corporation,"918 ELDER ROAD, NEWPORT NEWS, VA, 23608 - 0000, USA",LUKE THOMAS   FRYER ,Inactive,
S7666052,"Capital Landing Management, LLC",Legal Name,Limited Liability Company,"236 Beach Rd, Poquoson, VA, 23662 - 1104, USA",MARK ELLIS   GOTTFRIED ,Inactive,
S1266677,"CAPITAL REFERRAL ASSOCIATES, LLC",Legal Name,Limited Liability Company,"1176 JAMESTOWN RD STE A, WILLIAMSBURG, VA, 23185 - 0000, USA",Robert Maury Jankovic ,Active,
S5447232,"Capitalize Energy, LLC",Legal Name,Limited Liability Company,"138 Jordans Journey, Williamsburg, VA, 23185 - 0000, USA",ABIGAIL   JOHNSON ,Inactive,
S1602285,"Capitol Landing, LLC",Legal Name,Limited Liability Company,"304 S BOUNDARY ST, WILLIAMSBURG, VA, 23185 - 0000, USA",COLBY T   CUMBER ,Inactive,
S3906403,Capt. Hewlett Charters LLC,Legal Name,Limited Liability Company,"403 Neck-o'land Rd, Williamsburg, VA, 23185 - 0000, USA",ROBERT   HEWLETT ,Inactive,
S8574180,Captain Grout LLC,Legal Name,Limited Liability Company,"203 Bruton Drive, Williamsburg, VA, 23185 - 0000, USA",CHARLES JOHN   ORTOLANO ,Inactive,
11788409,Captains Quarters LLC,Legal Name,Limited Liability Company,"104 Willoughby Dr, Williamsburg, VA, 23185 - 5022, USA",Justin M Forbes ,Active,
06002174,CARAN CORP.,Legal Name,Stock Corporation,"117 CARAN ROAD, WILLIAMSBURG, VA, 23185 - 0000, USA",S M   FRANCK ,Inactive,
11073163,Carattini Entertainment LLC,Legal Name,Limited Liability Company,"4605 Prince Trevor Dr, Williamsburg, VA, 23185 - 7946, USA",Vincent  Carattini ,Active,
11645396,Cardenas Consulting Group LLC,Legal Name,Limited Liability Company,"256 Archers Mead, Williamsburg, VA, 23185, USA",Marcela   Cardenas Thoms ,Active,
S5454634,CARDINAL CABS OF WILLIAMSBURG LLC,Legal Name,Limited Liability Company,"239 THOMAS NELSON LANE, WILLIAMSBURG, VA, 23185 - 0000, USA",LUTHER E  SLADE SR. ,Inactive,
06378624,"Cardinal Dental Lab, Inc.",Legal Name,Stock Corporation,"1301 N Mount Vernon Ave, Williamsburg, VA, 23185 - 2885, USA",Elizabeth G Green ,Active,
11133912,Cardinal K9 LLC,Legal Name,Limited Liability Company,"128 national ln, Williamsburg, VA, 23185, USA",Wilma Jean Tilton ,Inactive,
11591578,"Cardinal Pediatric Therapy Services, PLLC",Legal Name,Limited Liability Company,"103 Old Cart Rd, Williamsburg, VA, 23188 - 7810, USA",James Vance Stallings ,Active,
08449019,"Cardinal Virtues Consulting, Inc.",Legal Name,Stock Corporation,"637 FAIRFAX WAY, WILLIAMSBURG, VA, 23185 - 0000, USA",TIMOTHY   MURRAY ,Inactive,
S2572891,"CARDLE II, LLC",Legal Name,Limited Liability Company,"5031 JOHN TYLER HWY, WILLIAMSBURG, VA, 23185 - 0000, USA",DALE   HEWLETT ,Inactive,
S2553578,CARDLE LLC,Legal Name,Limited Liability Company,"5031 JOHN TYLER HWY, WILLIAMSBURG, VA, 23185 - 0000, USA",DALE   HEWLETT ,Inactive,
S6564621,"Care Like A Daughter, LLC",Legal Name,Limited Liability Company,"2932 East Island Rd., Williamsburg, VA, 23185 - 0000, USA",MARYJO SOUZA   SMITH ,Inactive,
07576267,"Care Professional Service Association, Inc.",Legal Name,Stock Corporation,"100 Stafford Ct, Williamsburg, VA, 23185 - 5767, USA",JOHN E   KERNER ,Active,
S3879899,Caregivers In-Home Care LLC,Legal Name,Limited Liability Company,"243 MCLAWS CIRCLE STE 102, WILLIAMSBURG, VA, 23185 - 0000, USA",KEESYA RENEE   HILL-JONES ,Active,
S1261439,"Caring Family Home, LLC",Legal Name,Limited Liability Company,"2236 TODDS LN STE C, Hampton, VA, 23666 - 0000, USA",JEANY V   MURPHY ,Active,
05860036,"Carini, Inc.",Legal Name,Stock Corporation,"801 E MERRIMAC TRAIL, WILLIAMSBURG, VA, 23185 - 0000, USA",JEREMY   FORREST ,Active,
S0887200,"CARLTON ABBOTT DESIGN, LLC",Legal Name,Limited Liability Company,"230 WEST QUEENS DRIVE, WILLIAMSBURG, VA, 23185 - 0000, USA",CARLTON STURGES   ABBOTT ,Active,
11077538,carmarie maids LLC,Legal Name,Limited Liability Company,"114 Thunderbird Ln, Williamsburg, VA, 23185, USA",Aidymaris  Martinez ,Active,
S7554175,Carmen's Jamaican Authentic Cuisine LLC,Legal Name,Limited Liability Company,"212 Bruton Drive, Wiliamsburg, VA, 23185 - 0000, USA",CARMEN   BLAIR ,Inactive,
S8531313,Carnegie Records LLC,Legal Name,Limited Liability Company,"122 McCormick Place, Williamsburg, VA, 23185 - 0000, USA",MARQUINT RASHAWN   DELK ,Inactive,
06027791,"CAROL HILL, LTD.",Legal Name,Stock Corporation,"1915 POCAHONTAS TRAIL, WILLIAMSBURG, VA, 23185 - 0000, USA",STUART D   SPIRN ,Inactive,
11344275,"Carol Moore Homes, LLC",Legal Name,Limited Liability Company,"2702 John Tyler Hwy, Williamsburg, VA, 23185 - 1333, USA",Carol  Moore ,Active,
03996733,"CAROLINA HOMES, INC.",Legal Name,Stock Corporation,"627 DOCK LANDING, WILLIAMSBURG, VA, 23185 - 0000, USA",DAVID W  OTEY JR ,Active,
S3946318,"Caroline Maryan, LLC",Legal Name,Limited Liability Company,"156 North Quarter, Williamsburg, VA, 23185 - 0000, USA",ELIZABETH CAROLINE   MARYAN ,Inactive,
S0394694,"Carolyn R. Tripp, CPA, PLLC",Legal Name,Limited Liability Company,"489 MCLAWS CIRCLE, WILLIAMSBURG, VA, 23185 - 0000, USA",CAROLYN R   TRIPP ,Inactive,
S7921721,"CARPE BACON, LLC",Legal Name,Limited Liability Company,"3012 Lethbridge Lane, Williamsburg, VA, 23185 - 0000, USA",DANIEL C.   GASINK ,Active,
S8302087,Carpet Direct VA LLC,Legal Name,Limited Liability Company,"210 John Wyte Pl, williamsburg, VA, 23185 - 0000, USA",KRISTIN ELAINE   KELLEY ,Active,
08141822,Carpet Pro Virginia Co.,Legal Name,Stock Corporation,"508 Fairfax Way, WILLIAMSBURG, VA, 23185 - 0000, USA",ROBERT PETER   CHILDS ,Pending Inactive,
S3949460,"CarpetPro, LLC",Legal Name,Limited Liability Company,"3356 Ironbound Road, Suite 401  F-6, Williamsburg, VA, 23188 - 0000, USA",CAROLYN GRACE   CHILDS ,Inactive,
S4755148,CARR REALTY LLC,Legal Name,Limited Liability Company,"3825 Pheasant Chase Drive, Henrico, VA, 23231 - 0000, USA",SPENCER M   BAXTER ,Active,
11528242,Carr's Hill West Homeowners Association,Legal Name,Nonstock Corporation,"43 Hope St, East Rutherford, NJ, 07073, USA",Vernon M. Geddy III,Active,
S1651498,"CARRAVIERI, LLC",Legal Name,Limited Liability Company,"7228 ARK RD, GLOUCESTER, VA, 23061 - 0000, USA",MICHAEL   HENDRICKS ,Active,
11346547,"Carrera Investments, LLC",Legal Name,Limited Liability Company,"618 Dock Lndg, Williamsburg, VA, 23185 - 7903, USA",Jimmy Steve Lovell ,Active,
08193252,CARRIE LANE ASSOCIATION,Legal Name,Nonstock Corporation,,S M   FRANCK ,Inactive,
S6986808,Carrot Tree LLC,Legal Name,Limited Liability Company,"1782 JAMESTOWN RD, WILLIAMSBURG, VA, 23185 - 0000, USA",DEBORAH A   HELSETH ,Active,
02322725,CARTER IRON AND STEEL COMPANY,Legal Name,Stock Corporation,"408 Industry Dr, Hampton, VA, 23661 - 1313, USA",JEREMY C.   JOHNSON ,Active,
S1320581,"Carter's Inn, L.L.C.",Legal Name,Limited Liability Company,"700 RICHMOND RD, WILLIAMSBURG, VA, 23185 - 0000, USA",SUSANNA B   HICKMAN ,Active,
S1406653,"Carters Grove Development, L.L.C.",Legal Name,Limited Liability Company,"3606 ACORN AVE STE 200, NEWPORT NEWS, VA, 23607 - 0000, USA",MICHAEL B   WARE ,Inactive,
11421734,Carthage Gourmand LLC,Legal Name,Limited Liability Company,"1436 N Mount Vernon Ave Apt A, Williamsburg, VA, 23185 - 7134, USA",Sonia   Arfaoui  ,Active,
S6122180,Carthage LLC,Legal Name,Limited Liability Company,"501 Thomas Bransby, Williamsburg, VA, 23185 - 0000, USA",MARY-ALICE O'GRADY   SULLIVAN ,Active,
11755912,"Cartoon Resource, LLC",Legal Name,Limited Liability Company,"5257 Queen Bishop Ln, Williamsburg, VA, 23185 - 3286, USA",Andrew  Grossman ,Active,
11346967,CARUSO TRANSPORT LLC,Legal Name,Limited Liability Company,"209 ROBERTSON ST, Williamsburg, VA, 23185, USA",STANLEY  CARUSO ,Inactive,
11045337,Casa Marketing Group LLC,Legal Name,Limited Liability Company,"3187 Lake Powell Rd Apt F, Williamsburg, VA, 23185 - 3734, USA",Brian  Evans ,Inactive,
S3750843,"Cassianne S. Booth, L.L.C.",Legal Name,Limited Liability Company,"708 MOBJACK PL, NEWPORT NEWS, VA, 23606 - 0000, USA",WILLIAM F   MILLER ,Inactive,
11400631,"Castle Heights, LLC",Legal Name,Limited Liability Company,"2306 Custis Millpond Rd, West Point, VA, 23181 - 3224, USA",Susanna B. Hickman ,Active,
11456840,"CASUAL KAYAKERS, LLC",Legal Name,Limited Liability Company,"310 Princess Arch, Suffolk, VA, 23435, USA",Spencer M. Baxter ,Active,
S8272934,"Cat Poling Photography, LLC",Legal Name,Limited Liability Company,"106 Rothbury Drive, Williamsburg, VA, 23185 - 0000, USA",CAITLIN GRACE   POLING ,Inactive,
11349860,"Cat's Club Fitness, Inc.",Legal Name,Stock Corporation,"4150 Battery Blvd Apt 110, Williamsburg, VA, 23185, USA",Catherine  Pollard ,Inactive,
S4853513,Catalina Enterprises LLC,Legal Name,Limited Liability Company,"2936 E. Island Rd., Williamsburg, VA, 23185 - 0000, USA",STEPHEN MICHAEL   WRIGHT ,Inactive,
S5334794,"Catesby, LLC",Designated Name,Limited Liability Company,"471 CATESBY LN, WILLIAMSBURG, VA, 23185, USA",KAREN K   BERQUIST ,Inactive,
S6106779,"Catew Designs, LLC",Legal Name,Limited Liability Company,"113 Sherwood Dr., Williamsburg, VA, 23185 - 0000, USA",CATHERINE E   EDWARDS ,Inactive,
S0496341,"Cavalier Warehouse Management, L.C.",Designated Name,Limited Liability Company,"710 7TH ST, PORTSMOUTH, VA, 23704, USA",DANIEL R   QUARLES ,Inactive,
11060712,"Cavallino, LLC",Legal Name,Limited Liability Company,"109 Oxford Cir, Williamsburg, VA, 23185 - 3226, USA",Pamela H. Flavin-Lee ,Active,
04538021,"CAVALLO FARMS, INC.",Legal Name,Stock Corporation,"22761 EVERGREEN MILLS RD, LEESBURG, VA, 20175 - 0000, USA",AGNEW  SWYNFORD III ,Inactive,
11733843,"Cavano Consulting, LLC",Legal Name,Limited Liability Company,"8896 Mullen Rd, King George, VA, 22485 - 6772, USA",Jeremy C. Johnson ,Active,
S7057567,"Cavazos Risk Management, LLC",Legal Name,Limited Liability Company,"108 Andrew Lindsey, Williamsburg, VA, 23185 - 0000, USA",TIMOTHY   CAVAZOS ,Active,
11482216,"Caza services, LLC",Legal Name,Limited Liability Company,"6 Briarwood Ave, Williamsburg, VA, 23185, USA",Mariuxi Elizabeth Cassinelli-Zamora ,Pending Inactive,
S7079710,CBD Consulting L.L.C.,Legal Name,Limited Liability Company,"101 Spinnaker way, Williamsburg, VA, 23185 - 0000, USA",CHARLES BRIAN   DIGGS ,Active,
08297848,CCT Jamestown University Inc.,Legal Name,Stock Corporation,"2083 HORNES LAKE RD., WILLIAMSBURG, VA, 23185 - 0000, USA",CHAOYU   LIU ,Inactive,
S4345221,"CCW Properties, LLC",Legal Name,Limited Liability Company,"15980 Kent Flatts Lane, Lanexa, VA, 23089 - 0000, USA",Bray Knicely Law PLLC,Active,
11625768,"CCW Property Management, LLC",Legal Name,Limited Liability Company,"15980 Kentflatts Ln, Lanexa, VA, 23089 - 5346, USA",Susanna B. Hickman ,Active,
S1006875,"CD Enterprise, L.L.C.",Legal Name,Limited Liability Company,"4 HIAWATHA CT, WILLIAMSBURG, VA, 23185 - 0000, USA",ANDREW M   FRANCK ,Active,
S8350482,CD Home Services LLC,Legal Name,Limited Liability Company,"210 John Wythe, Williamsburg, VA, 23185 - 0000, USA",KRISTIN ELAINE   KELLEY ,Inactive,
S4847994,CD III LLC,Legal Name,Limited Liability Company,"4 HIAWATHA CT, WILLIAMSBURG, VA, 23185 - 0000, USA",ANDREW M   FRANCK ,Active,
S1499005,"CD VENTURES II, L.L.C.",Legal Name,Limited Liability Company,"4 HIAWATHA CT, WILLIAMSBURG, VA, 23185 - 0000, USA",S M   FRANCK ,Active,
S4529261,CDN Holdings LLC,Legal Name,Limited Liability Company,"229 Louise Lane, Toano, VA, 23168 - 0000, USA",NANCY L.   WILLIAMS ,Active,
06908909,"CE Travelers Advantage Club, Inc.",Legal Name,Stock Corporation,"1524 MERRIMAC TRAIL STE F, WILLIAMSBURG, VA, 23185 - 0000, USA",JAMISE   EDWARDS ,Inactive,
S6579538,"CE Travelers Advantage Club, LLC",Legal Name,Limited Liability Company,"1524 Merrimac Trail, Suite F, Williamsburg, VA, 23185 - 0000, USA",CHEROKEE A  EDWARDS JR ,Inactive,
